instant_hourly,dteday,season_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,cnt_hourly,instant_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,recency
4125,2011-06-25,3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,108,199,307,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,555
4126,2011-06-25,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121,254,375,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,555
4127,2011-06-25,3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.194,74,195,269,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,555
4128,2011-06-25,3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,62,140,202,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,555
4129,2011-06-25,3,0,6,22,0,6,0,1,0.68,0.6364,0.47,0.194,61,126,187,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,555
4130,2011-06-25,3,0,6,23,0,6,0,2,0.66,0.6212,0.5,0.2985,49,130,179,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,555
4131,2011-06-26,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0.0,30,85,115,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4132,2011-06-26,3,0,6,1,0,0,0,1,0.64,0.6212,0.53,0.1045,17,73,90,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4133,2011-06-26,3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,17,70,87,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4134,2011-06-26,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4135,2011-06-26,3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,3,8,11,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4136,2011-06-26,3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0.0,3,9,12,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4137,2011-06-26,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0.0,7,13,20,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4138,2011-06-26,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0.0,24,27,51,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4139,2011-06-26,3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.194,29,78,107,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4140,2011-06-26,3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,75,131,206,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4141,2011-06-26,3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,136,196,332,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4142,2011-06-26,3,0,6,11,0,0,0,1,0.72,0.6515,0.45,0.1343,127,219,346,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4143,2011-06-26,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,175,268,443,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4144,2011-06-26,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,197,245,442,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4145,2011-06-26,3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,197,246,443,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4146,2011-06-26,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0.0,174,229,403,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4147,2011-06-26,3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,177,278,455,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4148,2011-06-26,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,178,243,421,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4149,2011-06-26,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,117,265,382,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4150,2011-06-26,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,89,228,317,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4151,2011-06-26,3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,55,158,213,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4152,2011-06-26,3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,48,135,183,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4153,2011-06-26,3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0.0,19,95,114,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4154,2011-06-26,3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,14,64,78,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,554
4155,2011-06-27,3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,7,25,32,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4156,2011-06-27,3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,4,11,15,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4157,2011-06-27,3,0,6,2,0,1,1,3,0.62,0.5909,0.78,0.1343,3,3,6,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4158,2011-06-27,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,0,2,2,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4159,2011-06-27,3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,1,8,9,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4160,2011-06-27,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,1,21,22,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4161,2011-06-27,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,4,90,94,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4162,2011-06-27,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,14,247,261,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4163,2011-06-27,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,29,418,447,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4164,2011-06-27,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0.0,37,150,187,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4165,2011-06-27,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55,95,150,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4166,2011-06-27,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0.0,55,95,150,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4167,2011-06-27,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,40,130,170,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4168,2011-06-27,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37,127,164,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4169,2011-06-27,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4170,2011-06-27,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,76,126,202,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4171,2011-06-27,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53,222,275,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4172,2011-06-27,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,90,514,604,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4173,2011-06-27,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0.0,79,512,591,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4174,2011-06-27,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,56,340,396,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4175,2011-06-27,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,54,251,305,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4176,2011-06-27,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0.0,52,190,242,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4177,2011-06-27,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0.0,33,112,145,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4178,2011-06-27,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,16,65,81,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,553
4179,2011-06-28,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,5,25,30,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4180,2011-06-28,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0,5,8,13,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4181,2011-06-28,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0,2,9,11,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4182,2011-06-28,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,0,2,2,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4183,2011-06-28,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,1,7,8,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4184,2011-06-28,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,1,20,21,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4185,2011-06-28,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,7,117,124,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4186,2011-06-28,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,27,320,347,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4187,2011-06-28,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,39,417,456,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4188,2011-06-28,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0.0,38,208,246,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4189,2011-06-28,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45,112,157,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4190,2011-06-28,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0,49,118,167,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4191,2011-06-28,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41,161,202,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4192,2011-06-28,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,33,156,189,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4193,2011-06-28,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,160,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4194,2011-06-28,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,39,127,166,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4195,2011-06-28,3,0,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,41,220,261,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4196,2011-06-28,3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70,509,579,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4197,2011-06-28,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,436,504,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4198,2011-06-28,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,255,299,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4199,2011-06-28,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0,50,246,296,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4200,2011-06-28,3,0,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31,164,195,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4201,2011-06-28,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30,104,134,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4202,2011-06-28,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,23,58,81,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,552
4203,2011-06-29,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,11,25,36,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4204,2011-06-29,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,18,28,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4205,2011-06-29,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7,9,16,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4206,2011-06-29,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,2,3,5,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4207,2011-06-29,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0,5,5,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4208,2011-06-29,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,3,19,22,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4209,2011-06-29,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12,104,116,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4210,2011-06-29,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4211,2011-06-29,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,499,540,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4212,2011-06-29,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32,189,221,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4213,2011-06-29,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31,95,126,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4214,2011-06-29,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4215,2011-06-29,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4216,2011-06-29,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4217,2011-06-29,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4218,2011-06-29,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,146,189,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4219,2011-06-29,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4220,2011-06-29,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4221,2011-06-29,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,510,588,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4222,2011-06-29,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4223,2011-06-29,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69,264,333,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4224,2011-06-29,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,195,221,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4225,2011-06-29,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32,151,183,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4226,2011-06-29,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32,97,129,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,551
4227,2011-06-30,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4228,2011-06-30,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4229,2011-06-30,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,6,8,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4230,2011-06-30,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4231,2011-06-30,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4232,2011-06-30,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4233,2011-06-30,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4234,2011-06-30,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,291,320,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4235,2011-06-30,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,511,555,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4236,2011-06-30,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4237,2011-06-30,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,97,132,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4238,2011-06-30,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,122,169,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4239,2011-06-30,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,183,233,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4240,2011-06-30,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,162,232,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4241,2011-06-30,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,117,163,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4242,2011-06-30,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,176,240,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4243,2011-06-30,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,260,323,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4244,2011-06-30,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,496,594,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4245,2011-06-30,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4246,2011-06-30,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,366,455,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4247,2011-06-30,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,285,340,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4248,2011-06-30,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242,323,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4249,2011-06-30,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4250,2011-06-30,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,550
4251,2011-07-01,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0,20,48,68,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4252,2011-07-01,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0,15,16,31,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6,7,13,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4254,2011-07-01,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0,5,6,11,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4255,2011-07-01,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,1,5,6,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4256,2011-07-01,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4257,2011-07-01,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4258,2011-07-01,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4259,2011-07-01,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4260,2011-07-01,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4261,2011-07-01,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4262,2011-07-01,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,68,146,214,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4263,2011-07-01,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0.0,83,180,263,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4264,2011-07-01,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0,83,209,292,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4265,2011-07-01,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4266,2011-07-01,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
4267,2011-07-01,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0.0,85,342,427,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,549
